Expediente,Mercado,FechaResolucion,Decision,Rubro,Efecto
VCN-003-2024,COMERCIO AL MENUDEO DE ALIMENTOS Y BEBIDAS EN EL CANAL MODERNO.,2024-09-17,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
VCN-001-2024,"MERCADO DE EXTRACCIÓN DE YESO DE LA MINA UBICADA EN SANTA ROSALÍA, MULEGÉ, BAJA CALIFORNIA SUR, MÉXICO",2024-04-17,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
COMP-001-2015-I,,2024-07-02,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,COMP,
COMP-001-2015-III,,2023-10-08,NO SE ACREDITÓ INCUMPLIMIENTO,COMP,
VCN-004-2023,MERCADO DE MANUFACTURA DE METALES.,2023-10-07,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
VCN-002-2023,SERVICIOS  HOTELEROS.,2023-09-06,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
VCN-003-2023,SERVICIOS DE ASISTENCIA EN TIERRA EN AEROPUERTOS,2023-09-06,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
VCN-006-2022,SERVICIOS DE GESTIÓN Y TRATAMIENTO DE AGUA Y RESIDUOS.,2023-05-23,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
VCN-003-2022,"CASINOS, LOTERÍAS Y OTROS JUEGOS DE AZAR",2023-02-05,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
VCN-001-2023,COMERCIALIZACIÓN DE AURICULARES Y SOLUCIONES DE VIDEOCONFERENCIA EN EL SEGMENTO DE DISPOSITIVOS USB.,2023-02-27,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
VSP-002-2019-I,AUTOTRANSPORTE FEDERAL DE PASAJEROS CON ORIGEN EN EL AIC,2023-01-17,NO SE ACREDITÓ INCUMPLIMIENTO,VSP,
COMP-002-2018-I,"MERCADOS DE OXÍGENO, NITRÓGENO Y ARGÓN LÍQUIDO INDUSTRIAL DISTRIBUIDOS Y COMERCIALIZADOS A GRANEL MEDIANTE PIPAS CRIOGÉNICAS Y DESCARGADOS EN UN CONTENEDOR CRIOGÉNICO EN EL DOMICILIO DEL CLIENTE, CON UNA DIMENSIÓN GEOGRÁFICA REGIONAL.",2022-01-09,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,COMP,
VCN-005-2022,LICENCIAMIENTO DE DERECHOS DE PROPIEDAD INTELECTUAL PARA PRODUCTOS DE CONSUMO Y EN LA VENTA DE PUBLICIDAD DIGITAL (EXCEPTO POR LA VENTA DE TIEMPOS Y ESPACIOS DE PUBLICIDAD EN PLATAFORMAS OTT  DE CONTENIDO AUDIOVISUAL),2022-01-09,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
VCN-004-2022,SERVICIOS INMOBILIARIOS,2022-08-23,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
VCN-001-2022,SERVICIOS DE INTERMEDIACIÓN CREDITICIA.,2022-07-06,SANCIÓN/ACREDITACIÓN DEL INCUMPLIMIENTO,VCN,
DE-042-2019,,2019-11-28,Desechamiento,DE,
DE-023-2017,"MERCADO DE LA PRODUCCIÓN, DISTRIBUCIÓN Y/O COMERCIALIZACIÓN DE WATTHORÍMETROS ADQUIRIDOS POR LA COMISIÓN FEDERAL DE ELECTRICIDAD",2019-11-14,CIERRE POR INEXISTENCIA DE ELEMENTOS,DE,
DE-039-2019,,2019-11-11,Desechamiento,DE,
DE-018-2017,,2019-10-17,Desechamiento,DE,
IEBC-003-2017,"MERCADO DE SERVICIOS DE ACREDITACIÓN, EVALUACIÓN DE LA CONFORMIDAD Y NORMALIZACIÓN EN EL TERRITORIO NACIONAL.",2019-10-15,CIERRE,IEBC,
DE-031-2019,,2019-03-10,No presentada,DE,
DE-036-2019,,2019-09-13,Desechamiento,DE,
DE-033-2019,,2019-08-30,Desechamiento,DE,
DE-034-2019,,2019-08-30,Desechamiento,DE,
DE-030-2019,,2019-08-29,No presentada,DE,
IO-004-2016,"PRODUCCIÓN DE LECHE CRUDA, ASÍ COMO LA PRODUCCIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE LECHE SOMETIDA A UN PROCESO DE PASTEURIZACIÓN Y SUS DERIVADOS EN TERRITORIO NACIONAL",2019-08-22,CIERRE POR INEXISTENCIA DE ELEMENTOS,IO,
DE-031-2017,"MERCADO DE LA PRODUCCION, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE TORTILLAS DE MAIZ EN EL MUNICIPIO DE PALENQUE, CHIAPAS",2019-08-21,Sanción,DE,
DE-028-2019,,2019-08-16,Desechamiento,DE,
DE-008-2016,AUTOTRANSPORTE FEDERAL DE PASAJEROS CON ORIGEN EN EL AEROPUERTO INTERNACIONAL DE CANCÚN.,2019-07-25,Sanción,DE,
DE-026-2019,,2019-07-15,EMPLAZAMIENTO,DE,
DE-025-2019,,2019-09-07,Desechamiento,DE,
DE-023-2019,,2019-08-07,Desechamiento,DE,
DE-040-2016,"EMISIÓN DE PRUEBAS DE LABORATORIO, ASÍ COMO CERTIFICACIÓN DE PRODUCTOS RELACIONADOS CON LA INDUSTRIA HULERA.",2019-04-07,CIERRE POR INEXISTENCIA DE ELEMENTOS,DE,
DE-021-2019,,2019-06-20,Desechamiento,DE,
DE-020-2019,,2019-06-13,No presentada,DE,
DE-016-2019,,2019-06-06,No presentada,DE,
DE-017-2019,,2019-06-06,No presentada,DE,
DE-012-2019,,2019-05-29,Desechamiento,DE,
DE-024-2019,,2019-05-29,Desechamiento,DE,
DE-014-2019,,2019-05-27,No presentada,DE,
DE-013-2019,,2019-05-23,Desechamiento,DE,
DE-022-2019,,2019-05-20,Desechamiento,DE,
DE-010-2019,,2019-10-05,No presentada,DE,
DE-019-2019,,2019-04-30,Desechamiento,DE,
IO-003-2016,"PRODUCCIÓN DE LECHE CRUDA, ASÍ COMO LA PRODUCCIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE LECHE SOMETIDA A UN PROCESO DE PASTEURIZACIÓN Y SUS DERIVADOS EN TERRITORIO NACIONAL",2019-04-25,CIERRE POR INEXISTENCIA DE ELEMENTOS,IO,
DE-018-2019,,2019-04-24,Desechamiento,DE,
DE-015-2019,,2019-11-04,Desechamiento,DE,
IO-004-2015,"LA PRODUCCIÓN, LA DISTRIBUCIÓN Y LA COMERCIALIZACIÓN DE HUEVO EN EL TERRITORIO NACIONAL",2019-04-04,Cierre,IO,
DE-008-2019,,2019-01-04,Desechamiento,DE,
DE-011-2019,,2019-01-04,Desechamiento,DE,
DE-043-2018,,2019-03-22,No presentada,DE,
DE-005-2019,,2019-03-15,No presentada,DE,
DE-003-2019,,2019-03-14,No presentada,DE,
DE-007-2019,,2019-03-14,Desechamiento,DE,
DE-041-2018,,2019-02-28,Desechamiento,DE,
DE-046-2018,,2019-02-28,No presentada,DE,
DE-004-2019,,2019-02-14,Desechamiento,DE,
DE-002-2019,,2019-12-02,Desechamiento,DE,
DE-006-2019,,2019-12-02,Desechamiento,DE,
DE-042-2018,,2019-08-02,Desechamiento,DE,
IO-001-2014,"MERCADO DE RESTAURANTES Y DEL OTORGAMIENTO DE LICENCIAS DE MARCAS PARA LA DISTRIBUCIÓN Y COMERCIALIZACIÓN DE PRENDAS DE VESTIR, CALZADO Y ACCESORIOS.",2019-07-02,Sanción,IO,
IO-001-2015,"GENERACIÓN, PROCESAMIENTO Y COMERCIALIZACIÓN DE INFORMACIÓN CREDITICIA",2019-07-02,Sanción,IO,
DE-040-2018,,2019-01-24,No presentada,DE,
DE-001-2019,,2019-01-23,Desechamiento,DE,
DE-031-2018,,2019-09-01,Desechamiento,DE,
DE-036-2018,,2018-12-17,Desechamiento,DE,
DE-026-2018,,2018-11-16,No presentada,DE,
DE-027-2018,,2018-11-16,No presentada,DE,
DE-037-2018,,2018-12-11,Desechamiento,DE,
DE-025-2018,,2018-10-30,Desechamiento,DE,
DE-032-2018,,2018-10-30,Desechamiento,DE,
DE-033-2018,,2018-10-29,Desechamiento,DE,
DE-034-2018,,2018-10-29,Desechamiento,DE,
DE-035-2018,,2018-10-29,Desechamiento,DE,
DE-006-2015,"MERCADO DE LA PRESTACIÓN DE SERVICIOS DE TRASLADO, CUSTODIA Y PROCESAMIENTO DE VALORES EN EL TERRITORIO NACIONAL",2018-10-24,Sanción,DE,
DE-024-2018,,2018-10-16,No presentada,DE,
DE-030-2018,,2018-10-15,Desechamiento,DE,
DE-029-2018,,2018-10-10,Desechamiento,DE,
IO-005-2015,PRODUCCIÓN Y PROMOCIÓN DE ESPECTÁCULOS EN VIVO; OPERACIÓN Y ADMINISTRACIÓN DE CENTROS PARA ESPECTÁCULOS EN VIVO; Y DISTRIBUCIÓN Y COMERCIALIZACIÓN AUTOMATIZADA DE BOLETOS,2018-09-27,CIERRE COMPROMISOS,IO,
DE-019-2018,,2018-09-13,No presentada,DE,
IO-001-2017,"DISTRIBUCIÓN Y COMERCIALIZACIÓN AL MAYOREO DE PRODUCTOS FARMACÉUTICOS, DE HIGIENE Y BELLEZA PERSONAL EN EL TERRITORIO NACIONAL",2018-12-09,CIERRE COMPROMISOS,IO,
DE-002-2015,COMERCIALIZACIÓN Y DISTRIBUCIÓN DE DIÉSEL MARINO ESPECIAL,2018-03-09,CIERRE POR INEXISTENCIA DE ELEMENTOS,DE,
DE-015-2013,MERCADO DEL ACCESO A ZONA FEDERAL Y ESTACIONAMIENTO PARA LA PRESTACIÓN DEL SERVICIO PÚBLICO DE AUTOTRANSPORTE FEDERAL DE PASAJEROS CON ORIGEN O DESTINO EN EL AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MÉXICO,2018-08-24,Sanción,DE,
DE-021-2018,,2018-08-20,Desechamiento,DE,
DE-001-2017,"PRODUCCIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE TORTILLAS DE MAÍZ EN EL ESTADO DE SAN LUIS POTOSÍ",2018-06-14,CIERRE POR INEXISTENCIA DE ELEMENTOS,DE,
DE-011-2018,,2018-06-13,Desechamiento,DE,
DE-009-2018,,2018-05-22,No presentada,DE,
DE-006-2014,"PRODUCCIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE GASES DEL AIRE.",2018-05-17,Compromiso,DE,
DE-006-2018,,2018-05-15,No presentada,DE,
DE-007-2018,,2018-05-15,No presentada,DE,
DE-008-2018,,2018-05-15,No presentada,DE,
DE-004-2018,,2018-09-05,No presentada,DE,
DE-007-2017,,2018-08-03,Desechamiento,DE,
DE-042-2017,,2018-08-03,No presentada,DE,
DE-002-2018,,2018-06-03,Desechamiento,DE,
DE-005-2018,,2018-02-26,Desechamiento,DE,
DE-041-2017,,2018-07-02,Desechamiento,DE,
DE-044-2017,,2018-02-02,Desechamiento,DE,
DE-001-2018,,2018-01-19,Desechamiento,DE,
DE-039-2017,,2017-12-12,No presentada,DE,
DE-038-2017,,2017-11-12,No presentada,DE,
IO-006-2015,EL MERCADO DE LOS SERVICIOS DE MONITOREO DE MEDIOS,2017-07-12,Sanción,IO,
DE-035-2017,,2017-09-11,Desechamiento,DE,
DE-034-2017,,2017-02-11,No presentada,DE,
DE-009-2016,"PRODUCCIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE TORTILLAS DE MAÍZ EN EL ESTADO DE JALISCO.",2017-10-27,Sanción,DE,
IO-003-2009,"PRODUCCIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE PANELES Y COMPONENTES DE CRISTAL.",2017-12-10,Cierre,IO,
DE-032-2017,,2017-05-10,No presentada,DE,
DE-030-2017,,2017-03-10,Desechamiento,DE,
DE-029-2017,,2017-09-29,Desechamiento,DE,
DE-028-2017,,2017-09-28,No presentada,DE,
DE-009-2014,"SERVICIO DE AUTOTRANSPORTE TERRESTRE DE PASAJEROS, EN LA MODALIDAD DE TAXI CON ORIGEN O DESTINO AL AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MÉXICO",2017-08-24,Post OPR,DE,
DE-027-2017,,2017-08-22,Desechamiento,DE,
DE-021-2017,,2017-07-08,Desechamiento,DE,
DE-016-2017,,2017-10-07,No presentada,DE,
DE-009-2017,,2017-05-07,No presentada,DE,
IEBC-001-2016,"PRODUCCIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE SEMILLA Y GRANO DE CEBADA MALTERA PARA LA PRODUCCIÓN DE CERVEZA.",2017-06-20,CIERRE,IEBC,
IO-005-2013,MERCADO DE SERVICIOS DE TRANSPORTE DE VEHÍCULOS AUTOMOTORES Y MAQUINARIA RODANTE PARA LA CONSTRUCCIÓN Y AGRÍCOLA EN EL TERRITORIO NACIONAL,2017-05-25,Sanción,IO,
DE-015-2017,,2017-05-23,Desechamiento,DE,
DE-004-2017,,2017-04-24,No presentada,DE,
IO-003-2015,PRESTACIÓN DE SERVICIOS DE ADMINISTRACIÓN DE FONDOS PARA EL RETIRO DE LOS TRABAJADORES EN EL TERRITORIO NACIONAL,2017-04-20,Sanción,IO,
DE-024-2010,EL SUMINISTRO DE PRODUCTOS PETROLIFEROS A LA ESTACIONES DE SERVICIOS PERTENECIENTES A LA FRANQUICIA PEMEX,2017-03-16,Sanción,DE,
IEBC-002-2015,SERVICIO PÚBLICO DE CARGA EN GENERAL CON DIMENSIÓN GEOGRÁFICA CIRCUNSCRITA AL ESTADO DE SINALOA,2017-02-23,Barreras a la competencia,IEBC,
DE-003-2017,,2017-02-13,Desechamiento,DE,
DE-002-2017,,2017-07-02,Desechamiento,DE,
DE-038-2016,,2017-11-01,No presentada,DE,
DE-036-2016,,2017-06-01,No presentada,DE,
DE-034-2016,,2016-12-15,No presentada,DE,
DE-033-2016,,2016-12-12,No presentada,DE,
DE-003-2015,SERVICIOS LOGÍSTICOS Y DE TRANSPORTACIÓN MARÍTIMA DE MERCANCÍAS EN CONTENEDORES,2016-11-17,CIERRE POR INEXISTENCIA DE ELEMENTOS,DE,
DE-030-2016,,2016-11-15,Desechamiento,DE,
IO-004-2013,"MERCADO DE LA PRODUCCIÓN, PROCESAMIENTO, COMERCIALIZACIÓN Y DISTRIBUCIÓN DE MAIZ EN EL ESTADO DE COLIMA",2016-03-11,Cierre,IO,
DE-002-2014,DE LOS SERVICIOS DE TRANSPORTE MARÍTIMO DE PASAJEROS EN EL ESTADO DE QUINTANA ROO,2016-02-11,Sanción,DE,
DE-032-2016,,2016-10-17,Desechamiento,DE,
DE-023-2013,"MERCADO DE ARRASTRE, ARRASTRE Y SALVAMENTO Y DEPÓSITO DE VEHICULOS EN EL ESTADO DE GUERRERO, MÉXICO",2016-10-13,Sanción,DE,
DE-025-2016,,2016-09-22,No presentada,DE,
DE-024-2016,,2016-09-21,No presentada,DE,
DE-015-2016,,2016-09-20,No presentada,DE,
DE-027-2016,,2016-12-09,Desechamiento,DE,
DE-028-2016,,2016-08-09,Desechamiento,DE,
DE-018-2016,,2016-08-19,Desechamiento,DE,
DE-016-2016,,2016-12-08,No presentada,DE,
IO-005-2009-III,"PRODUCCIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE PRODUCTOS DE LA INDUSTRIA AVÍCOLA EN EL TERRITORIO NACIONAL",2016-11-08,Sanción,IO,
IO-001-2013,"MERCADO DE LA PRODUCCIÓN, FABRICACIÓN, COMERCIALIZACIÓN, DISTRIBUCIÓN E INTEGRACIÓN DE COMPRESORES PARA AIRE ACONDICIONADO DE AUTOMÓVILES EN EL TERRITORIO NACIONAL",2016-05-07,Sanción,IO,
DE-013-2016,,2016-06-13,No presentada,DE,
IO-006-2013,"PRODUCCIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE AZÚCAR EN TERRITORIO NACIONAL",2016-02-06,Sanción,IO,
DE-014-2016,,2016-05-27,Desechamiento,DE,
IO-003-2013,"MERCADO DE LA PRODUCCIÓN, FABRICACIÓN, COMERCIALIZACIÓN, DISTRIBUCIÓN E INTEGRACIÓN DE ARNESES AUTOMOTRICES EN EL TERRITORIO NACIONAL",2016-04-14,Cierre,IO,
DE-007-2016,,2016-03-03,Desechamiento,DE,
DE-002-2016,,2016-02-15,No presentada,DE,
DE-005-2016,,2016-09-02,Desechamiento,DE,
DE-006-2016,,2016-09-02,Desechamiento,DE,
DE-020-2015,,2015-11-24,Desechamiento,DE,
DE-017-2015,,2015-10-29,Desechamiento,DE,
DE-018-2015,,2015-10-26,Desechamiento,DE,
DE-012-2015,,2015-10-16,Desechamiento,DE,
IO-001-2009,"PRODUCCIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE TUBOS DE RAYOS CATÓDICOS",2015-09-10,Cierre,IO,
DE-013-2015,,2015-07-09,Desechamiento,DE,
DE-011-2015,,2015-02-09,Desechamiento,DE,
DE-009-2015,,2015-08-21,No presentada,DE,
DE-037-2006,SERVICIO DE INTERCONEXIÓN PARA LA TERMINACIÓN DE LLAMADAS EN TELÉFONOS MÓVILES,2015-07-17,Sanción,DE,
IO-004-2012,MERCADO DE AUTOTRANSPORTE DE PASAJEROS EN EL ESTADO DE CHIAPAS,2015-06-25,Sanción,IO,
DE-017-2013,LA PRESTACIÓN DEL SERVICIO DE ALMACENAJE Y EMBARQUE DE MIELES INCRISTALIZABLES Y SUS PRODUCTOS LÍQUIDOS DERIVADOS,2015-11-06,Cierre,DE,
DE-008-2015,,2015-04-06,No presentada,DE,
DE-007-2015,,2015-03-06,No presentada,DE,
DE-030-2011,CADENA DE EXPORTACIÓN DE AGUACATES A EUA,2015-12-03,Compromiso,DE,
DE-001-2015,,2015-02-17,No presentada,DE,
DE-036-2014,,2015-08-01,No presentada,DE,
CNT-062-2019,,2019-12-18,AUTORIZADA,CNT,HORIZONTAL
CNT-088-2019,,2019-12-18,AUTORIZADA,CNT,VERTICAL
CNT-107-2019,,2019-12-18,AUTORIZADA,CNT,HORIZONTAL
CNT-113-2019,,2019-12-18,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-116-2019,,2019-12-18,AUTORIZADA,CNT,HORIZONTAL
CNT-122-2019,,2019-12-18,AUTORIZADA,CNT,HORIZONTAL
CNT-126-2019,,2019-12-18,AUTORIZADA,CNT,HORIZONTAL
CNT-099-2019,,2019-12-12,AUTORIZADA,CNT,HORIZONTAL
CNT-112-2019,,2019-12-12,AUTORIZADA,CNT,HORIZONTAL
CNT-117-2019,,2019-12-12,AUTORIZADA,CNT,VERTICAL
CNT-124-2019,,2019-12-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-119-2019,,2019-05-12,AUTORIZADA,CNT,VERTICAL
CNT-121-2019,,2019-05-12,AUTORIZADA,CNT,HORIZONTAL
CNT-071-2019,,2019-11-28,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-080-2019,,2019-11-28,AUTORIZADA,CNT,HORIZONTAL
CNT-081-2019,,2019-11-28,AUTORIZADA,CNT,HORIZONTAL
CNT-104-2019,,2019-11-28,AUTORIZADA,CNT,HORIZONTAL
CNT-105-2019,,2019-11-28,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-114-2019,,2019-11-28,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-108-2019,,2019-11-21,AUTORIZADA,CNT,HORIZONTAL
CNT-103-2019,,2019-11-14,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-092-2019,,2019-07-11,AUTORIZADA,CNT,HORIZONTAL
CNT-098-2019,,2019-07-11,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-101-2019,,2019-07-11,AUTORIZADA,CNT,HORIZONTAL
CNT-102-2019,,2019-07-11,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-110-2019,,2019-07-11,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-082-2019,,2019-10-24,AUTORIZADA,CNT,HORIZONTAL
CNT-086-2019,,2019-10-24,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-096-2019,,2019-10-24,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-097-2019,,2019-10-24,AUTORIZADA,CNT,HORIZONTAL
CNT-100-2019,,2019-10-24,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-106-2019,,2019-10-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-025-2019,,2019-10-17,NO AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-075-2019,,2019-10-17,AUTORIZADA,CNT,HORIZONTAL
CNT-087-2019,,2019-10-17,AUTORIZADA,CNT,HORIZONTAL
CNT-095-2019,,2019-10-17,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-077-2019,,2019-10-15,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-068-2019,,2019-03-10,AUTORIZADA,CNT,HORIZONTAL
CNT-074-2019,,2019-03-10,AUTORIZADA,CNT,HORIZONTAL
CNT-076-2019,,2019-03-10,AUTORIZADA,CNT,HORIZONTAL
CNT-078-2019,,2019-03-10,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-085-2019,,2019-03-10,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-056-2019,,2019-09-26,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-063-2019,,2019-09-26,AUTORIZADA,CNT,HORIZONTAL
CNT-069-2019,,2019-09-26,AUTORIZADA,CNT,HORIZONTAL
CNT-070-2019,,2019-09-26,AUTORIZADA,CNT,HORIZONTAL
CNT-072-2019,,2019-09-26,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-083-2019,,2019-09-26,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-084-2019,,2019-09-26,AUTORIZADA,CNT,HORIZONTAL
CNT-061-2019,,2019-09-19,AUTORIZADA,CNT,HORIZONTAL
CNT-055-2019,,2019-09-13,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-065-2019,,2019-09-13,AUTORIZADA,CNT,HORIZONTAL
CNT-161-2018,,2019-06-09,NO AUTORIZADA,CNT,HORIZONTAL
CNT-079-2019,,2019-05-09,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-057-2019,,2019-08-29,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-058-2019,,2019-08-29,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-059-2019,,2019-08-29,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-067-2019,,2019-08-29,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-073-2019,,2019-08-29,AUTORIZADA,CNT,HORIZONTAL
CNT-048-2019,,2019-08-22,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-060-2019,,2019-08-22,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-066-2019,,2019-08-22,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-041-2019,,2019-07-25,AUTORIZADA,CNT,HORIZONTAL
CNT-053-2019,,2019-07-25,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-051-2019,,2019-07-18,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-052-2019,,2019-11-07,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-024-2019,,2019-04-07,AUTORIZADA,CNT,HORIZONTAL
CNT-050-2019,,2019-04-07,AUTORIZADA,CNT,HORIZONTAL
CNT-032-2019,,2019-01-07,AUTORIZADA,CNT,VERTICAL
CNT-043-2019,,2019-01-07,AUTORIZADA,CNT,VERTICAL
CNT-045-2019,,2019-01-07,AUTORIZADA,CNT,HORIZONTAL
CNT-038-2019,,2019-06-27,AUTORIZADA,CNT,HORIZONTAL
CNT-054-2019,,2019-06-27,AUTORIZADA,CNT,HORIZONTAL
CNT-028-2019,,2019-06-21,AUTORIZADA,CNT,HORIZONTAL
CNT-040-2019,,2019-06-21,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-042-2019,,2019-06-21,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-046-2019,,2019-06-21,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-031-2019,,2019-06-13,AUTORIZADA,CNT,HORIZONTAL
CNT-039-2019,,2019-06-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-044-2019,,2019-06-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-037-2019,,2019-05-30,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-030-2019,,2019-05-16,AUTORIZADA,CNT,HORIZONTAL
CNT-034-2019,,2019-05-16,AUTORIZADA,CNT,HORIZONTAL
CNT-026-2019,,2019-09-05,AUTORIZADA,CNT,HORIZONTAL
CNT-029-2019,,2019-04-25,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-117-2018,,2019-04-22,AUTORIZADA,CNT,HORIZONTAL
CNT-004-2019,,2019-11-04,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-027-2019,,2019-11-04,AUTORIZADA,CNT,HORIZONTAL
CNT-121-2018,,2019-11-04,AUTORIZADA,CNT,HORIZONTAL
CNT-144-2018,,2019-11-04,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-182-2018,,2019-11-04,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-017-2019,,2019-04-04,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-023-2019,,2019-04-04,AUTORIZADA,CNT,HORIZONTAL
CNT-011-2019,,2019-02-04,AUTORIZADA,CNT,HORIZONTAL
CNT-006-2019,,2019-03-28,AUTORIZADA,CNT,HORIZONTAL
CNT-010-2019,,2019-03-28,AUTORIZADA,CNT,HORIZONTAL
CNT-012-2019,,2019-03-28,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-013-2019,,2019-03-28,AUTORIZADA,CNT,HORIZONTAL
CNT-020-2019,,2019-03-28,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-015-2019,,2019-03-21,AUTORIZADA,CNT,HORIZONTAL
CNT-018-2019,,2019-03-21,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-019-2019,,2019-03-21,AUTORIZADA,CNT,HORIZONTAL
CNT-022-2019,,2019-03-21,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-009-2019,,2019-03-14,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-016-2019,,2019-03-14,AUTORIZADA,CNT,HORIZONTAL
CNT-170-2018,,2019-07-03,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-171-2018,,2019-07-03,AUTORIZADA,CNT,VERTICAL
CNT-003-2019,,2019-02-27,AUTORIZADA,CNT,HORIZONTAL
CNT-007-2019,,2019-02-27,AUTORIZADA,CNT,HORIZONTAL
CNT-183-2018,,2019-02-27,AUTORIZADA,CNT,HORIZONTAL
CNT-072-2014,,2019-02-26,AUTORIZADA,CNT,HORIZONTAL
CNT-002-2019,,2019-02-21,AUTORIZADA,CNT,HORIZONTAL
